"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
270000,"Сытнинская, 20",Санкт-Петербург,2347,115,Торговая площадь,https://spb.n1.ru/view/113757287/?open_card_kn
285800,"Лесной проспект, 23а",Санкт-Петербург,2000,142,Торговая площадь,https://spb.n1.ru/view/112588866/?open_card_kn
480000,"Заречная, 11 корп. 2",Санкт-Петербург,1377,348,Торговая площадь,https://spb.n1.ru/view/112588850/?open_card_kn
35000,"Стачек проспект, 77",Санкт-Петербург,2500,14,Торговая площадь,https://spb.n1.ru/view/111535337/?open_card_kn
550000,"Большевиков проспект, 1а",Санкт-Петербург,7006,78,Торговая площадь,https://spb.n1.ru/view/111535137/?open_card_kn
320000,"Энгельса проспект, 111 корп. 1",Санкт-Петербург,4984,64,Торговая площадь,https://spb.n1.ru/view/111535054/?open_card_kn
94500,"Белы Куна, 8",Санкт-Петербург,2907,32,Торговая площадь,https://spb.n1.ru/view/111535053/?open_card_kn
130000,"Будапештская, 46",Санкт-Петербург,2954,44,Торговая площадь,https://spb.n1.ru/view/111535043/?open_card_kn
301400,"Железнодорожная (Володарский), 28",Санкт-Петербург,2200,137,Торговая площадь,https://spb.n1.ru/view/115869373/?open_card_kn
1165000,"Александровский парк, 4 корп. 3",Санкт-Петербург,2500,466,Торговая площадь,https://spb.n1.ru/view/113738105/?open_card_kn
200000,"Вишерская, 24",Санкт-Петербург,687,291,Торговая площадь,https://spb.n1.ru/view/107302098/?open_card_kn
15000,"Заставская, 11 корп. 2",Санкт-Петербург,1612,9,Торговая площадь,https://spb.n1.ru/view/115518856/?open_card_kn
70000,"Ярослава Гашека, 8 корп. 1",Санкт-Петербург,2222,31,Торговая площадь,https://spb.n1.ru/view/116179548/?open_card_kn
608400,"Заневский проспект, 65 корп. 1",Санкт-Петербург,2761,220,Торговая площадь,https://spb.n1.ru/view/116179444/?open_card_kn
550000,"9-й Верхний переулок, 32",Санкт-Петербург,2899,189,Торговая площадь,https://spb.n1.ru/view/116179325/?open_card_kn
210000,"Савушкина, 119 корп. 3",Санкт-Петербург,2114,99,Торговая площадь,https://spb.n1.ru/view/116179227/?open_card_kn
250000,"Славянская (Лахта), 8",Санкт-Петербург,2659,94,Торговая площадь,https://spb.n1.ru/view/115156965/?open_card_kn
70000,"Приморское шоссе, 271",Санкт-Петербург,859,81,Торговая площадь,https://spb.n1.ru/view/115861124/?open_card_kn
546000,"Галерный проезд, 1 корп. 2",Санкт-Петербург,2000,273,Торговая площадь,https://spb.n1.ru/view/115861103/?open_card_kn
116960,"Большая Московская, 25",Санкт-Петербург,680,172,Торговая площадь,https://spb.n1.ru/view/115506263/?open_card_kn
112211,"шоссе Колпинское, 125",Санкт-Петербург,3500,32,Торговая площадь,https://spb.n1.ru/view/111911865/?open_card_kn
95000,"Всеволода Боброва, 25",Санкт-Петербург,995,95,Торговая площадь,https://spb.n1.ru/view/115151640/?open_card_kn
850000,"Каменноостровский проспект, 31",Санкт-Петербург,5985,142,Торговая площадь,https://spb.n1.ru/view/115501258/?open_card_kn
182000,"Всеволода Боброва, 25",Санкт-Петербург,997,182,Торговая площадь,https://spb.n1.ru/view/115151533/?open_card_kn
90000,"Брюлловская, 3",Санкт-Петербург,2045,44,Торговая площадь,https://spb.n1.ru/view/115148655/?open_card_kn
125000,"Брюлловская, 3",Санкт-Петербург,1578,79,Торговая площадь,https://spb.n1.ru/view/115148630/?open_card_kn
720000,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,1500,480,Торговая площадь,https://spb.n1.ru/view/115148631/?open_card_kn
64600,"Маршала Захарова, 21",Санкт-Петербург,1700,38,Торговая площадь,https://spb.n1.ru/view/115498810/?open_card_kn
1999000,"Просвещения проспект, 19",Санкт-Петербург,2039,980,Торговая площадь,https://spb.n1.ru/view/109763119/?open_card_kn
150000,"Дыбенко, 24 корп. 1",Санкт-Петербург,4901,30,Торговая площадь,https://spb.n1.ru/view/116164626/?open_card_kn
78250,"Шаумяна проспект, 14",Санкт-Петербург,2500,31,Торговая площадь,https://spb.n1.ru/view/116164518/?open_card_kn
69750,"Шаумяна проспект, 14",Санкт-Петербург,2500,27,Торговая площадь,https://spb.n1.ru/view/116164515/?open_card_kn
80000,"Манчестерская, 5 корп. 1",Санкт-Петербург,1142,70,Торговая площадь,https://spb.n1.ru/view/114074605/?open_card_kn
380000,"Лиговский проспект, 73",Санкт-Петербург,2041,186,Торговая площадь,https://spb.n1.ru/view/115490127/?open_card_kn
100000,"Художников проспект, 30 корп. 1",Санкт-Петербург,1000,100,Торговая площадь,https://spb.n1.ru/view/113351616/?open_card_kn
317000,"Большой П.С. проспект, 57/1",Санкт-Петербург,4731,67,Торговая площадь,https://spb.n1.ru/view/111487174/?open_card_kn
170000,"Академика Константинова, 1 корп. 1",Санкт-Петербург,1923,88,Торговая площадь,https://spb.n1.ru/view/114793814/?open_card_kn
1590600,"Реки Мойки набережная, 73",Санкт-Петербург,2000,795,Торговая площадь,https://spb.n1.ru/view/114419479/?open_card_kn
160000,"Ремесленная, 15",Санкт-Петербург,2500,64,Торговая площадь,https://spb.n1.ru/view/115832840/?open_card_kn
150000,"Загородный проспект, 28",Санкт-Петербург,2083,72,Торговая площадь,https://spb.n1.ru/view/115481594/?open_card_kn
215000,"Благодатная, 35",Санкт-Петербург,2087,103,Торговая площадь,https://spb.n1.ru/view/115825214/?open_card_kn
400000,"Караванная, 4",Санкт-Петербург,2797,143,Торговая площадь,https://spb.n1.ru/view/115472747/?open_card_kn
270600,"Шаумяна проспект, 14",Санкт-Петербург,1500,180,Торговая площадь,https://spb.n1.ru/view/113335193/?open_card_kn
194240,"Планерная, 89",Санкт-Петербург,1605,121,Торговая площадь,https://spb.n1.ru/view/90122539/?open_card_kn
330000,"Почтамтская, 12",Санкт-Петербург,1359,242,Торговая площадь,https://spb.n1.ru/view/114051663/?open_card_kn
2250000,"Итальянская, 15",Санкт-Петербург,4500,500,Торговая площадь,https://spb.n1.ru/view/114051316/?open_card_kn
450000,"Вознесенский проспект, 15",Санкт-Петербург,1685,267,Торговая площадь,https://spb.n1.ru/view/114406943/?open_card_kn
180000,"Верхне-Каменская, 11 корп. 1",Санкт-Петербург,3600,50,Торговая площадь,https://spb.n1.ru/view/115817773/?open_card_kn
686400,"Орджоникидзе, 44а",Санкт-Петербург,2000,343,Торговая площадь,https://spb.n1.ru/view/116156129/?open_card_kn
1000000,"Коломяжский проспект, 17 корп. 1",Санкт-Петербург,798,1253,Торговая площадь,https://spb.n1.ru/view/116125399/?open_card_kn
413425,"Комсомола, 2",Санкт-Петербург,719,575,Торговая площадь,https://spb.n1.ru/view/115456183/?open_card_kn
1038540,"Комсомола, 2",Санкт-Петербург,1169,888,Торговая площадь,https://spb.n1.ru/view/115456168/?open_card_kn
248485,"проспект Малый Васильевского острова, 88",Санкт-Петербург,1722,144,Торговая площадь,https://spb.n1.ru/view/115456149/?open_card_kn
1168268,"Уральская, 4",Санкт-Петербург,1895,616,Торговая площадь,https://spb.n1.ru/view/115456147/?open_card_kn
112957,"Уральская, 19 корп. 8",Санкт-Петербург,1043,108,Торговая площадь,https://spb.n1.ru/view/115456142/?open_card_kn
595834,"Дегтярная, 5",Санкт-Петербург,1398,425,Торговая площадь,https://spb.n1.ru/view/115456140/?open_card_kn
1484519,"проспект Малый Васильевского острова, 88",Санкт-Петербург,899,1651,Торговая площадь,https://spb.n1.ru/view/115456112/?open_card_kn
438075,"проспект Малый Васильевского острова, 88",Санкт-Петербург,3499,125,Торговая площадь,https://spb.n1.ru/view/115456104/?open_card_kn
440000,"Железноводская, 68 корп. 2",Санкт-Петербург,1047,420,Торговая площадь,https://spb.n1.ru/view/116105840/?open_card_kn
182400,"проспект Старорусский, 12",Санкт-Петербург,1500,121,Торговая площадь,https://spb.n1.ru/view/116105509/?open_card_kn
180000,"Просвещения проспект, 76",Санкт-Петербург,1800,100,Торговая площадь,https://spb.n1.ru/view/116105167/?open_card_kn
120000,"Дыбенко, 24 корп. 1",Санкт-Петербург,4761,25,Торговая площадь,https://spb.n1.ru/view/116105159/?open_card_kn
310000,"Уральская, 25",Санкт-Петербург,3039,102,Торговая площадь,https://spb.n1.ru/view/116104514/?open_card_kn
690000,"Просвещения проспект, 34",Санкт-Петербург,3270,211,Торговая площадь,https://spb.n1.ru/view/116104346/?open_card_kn
80000,"Новочеркасский проспект, 32 корп. 1",Санкт-Петербург,1777,45,Торговая площадь,https://spb.n1.ru/view/116103886/?open_card_kn
160000,"Непокоренных проспект, 16 корп. 1в",Санкт-Петербург,1365,117,Торговая площадь,https://spb.n1.ru/view/116103883/?open_card_kn
4500,"Искровский проспект, 12",Санкт-Петербург,4500,1,Торговая площадь,https://spb.n1.ru/view/115453502/?open_card_kn
900000,"Энгельса проспект, 139/21",Санкт-Петербург,2556,352,Торговая площадь,https://spb.n1.ru/view/115811406/?open_card_kn
945000,"КИМа проспект, 7/19б",Санкт-Петербург,1897,498,Торговая площадь,https://spb.n1.ru/view/115811398/?open_card_kn
6000000,"3-й Верхний переулок, 15",Санкт-Петербург,2000,3000,Торговая площадь,https://spb.n1.ru/view/115808233/?open_card_kn
35000,"Народная, 59 корп. 1",Санкт-Петербург,2692,13,Торговая площадь,https://spb.n1.ru/view/115113263/?open_card_kn
370000,"Космонавтов проспект, 45",Санкт-Петербург,2402,154,Торговая площадь,https://spb.n1.ru/view/111463937/?open_card_kn
330000,"Ветеранов проспект, 91 корп. 1",Санкт-Петербург,2200,150,Торговая площадь,https://spb.n1.ru/view/112502543/?open_card_kn
349920,"Невский проспект, 48",Санкт-Петербург,8100,43,Торговая площадь,https://spb.n1.ru/view/114380179/?open_card_kn
247950,"Революции шоссе, 41/39",Санкт-Петербург,950,261,Торговая площадь,https://spb.n1.ru/view/115795888/?open_card_kn
100000,"Бабушкина, 18",Санкт-Петербург,1207,82,Торговая площадь,https://spb.n1.ru/view/114030081/?open_card_kn
324000,"Пограничника Гарькавого, 34 корп. 1",Санкт-Петербург,2501,129,Торговая площадь,https://spb.n1.ru/view/115795410/?open_card_kn
655000,"Революции шоссе, 41/39",Санкт-Петербург,850,770,Торговая площадь,https://spb.n1.ru/view/115795403/?open_card_kn
371500,"Революции шоссе, 41/39",Санкт-Петербург,850,437,Торговая площадь,https://spb.n1.ru/view/115795308/?open_card_kn
210000,"Народная, 87",Санкт-Петербург,1272,165,Торговая площадь,https://spb.n1.ru/view/115105594/?open_card_kn
107000,"Архитектора Белова, 6 корп. 1",Санкт-Петербург,1202,89,Торговая площадь,https://spb.n1.ru/view/111457129/?open_card_kn
160000,"Радищева, 40",Санкт-Петербург,2162,74,Торговая площадь,https://spb.n1.ru/view/115788652/?open_card_kn
750000,"Институтский проспект, 3 корп. 1",Санкт-Петербург,1353,554,Торговая площадь,https://spb.n1.ru/view/110570996/?open_card_kn
548000,"Академика Павлова, 5в",Санкт-Петербург,4000,137,Торговая площадь,https://spb.n1.ru/view/114019423/?open_card_kn
102850,"Обводного канала набережная, 106",Санкт-Петербург,1700,60,Торговая площадь,https://spb.n1.ru/view/112477356/?open_card_kn
160000,"Королева проспект, 73",Санкт-Петербург,1025,156,Торговая площадь,https://spb.n1.ru/view/114744494/?open_card_kn
230000,"Энгельса проспект, 19",Санкт-Петербург,1352,170,Торговая площадь,https://spb.n1.ru/view/115784244/?open_card_kn
300000,"Маяковского, 17",Санкт-Петербург,3157,95,Торговая площадь,https://spb.n1.ru/view/114740799/?open_card_kn
135000,"Маяковского, 22",Санкт-Петербург,1812,74,Торговая площадь,https://spb.n1.ru/view/114736603/?open_card_kn
432000,"Ленина, 29",Санкт-Петербург,1800,240,Торговая площадь,https://spb.n1.ru/view/114728591/?open_card_kn
70000,"Крыленко, 14 ст3",Санкт-Петербург,2439,28,Торговая площадь,https://spb.n1.ru/view/114725246/?open_card_kn
170000,"Петергофское шоссе, 59",Санкт-Петербург,1000,170,Торговая площадь,https://spb.n1.ru/view/113655008/?open_card_kn
150000,"Пролетарская (Володарский), 36",Санкт-Петербург,3000,50,Торговая площадь,https://spb.n1.ru/view/108753929/?open_card_kn
120000,"Невский проспект, 136",Санкт-Петербург,8571,14,Торговая площадь,https://spb.n1.ru/view/79168086/?open_card_kn
75000,"Ярослава Гашека, 8 корп. 1",Санкт-Петербург,2678,28,Торговая площадь,https://spb.n1.ru/view/107562020/?open_card_kn
173040,"Караваевская, 28 корп. 1",Санкт-Петербург,2400,72,Торговая площадь,https://spb.n1.ru/view/115050817/?open_card_kn
1500000,"3-й Верхний переулок, 15",Санкт-Петербург,8287,181,Торговая площадь,https://spb.n1.ru/view/113257772/?open_card_kn
180000,"Михаила Дудина, 4 корп. 1",Санкт-Петербург,2222,81,Торговая площадь,https://spb.n1.ru/view/115402634/?open_card_kn
345000,"Лиговский проспект, 185",Санкт-Петербург,2851,121,Торговая площадь,https://spb.n1.ru/view/113979603/?open_card_kn
299999,"Михаила Дудина, 4 корп. 1",Санкт-Петербург,2564,117,Торговая площадь,https://spb.n1.ru/view/115402563/?open_card_kn
58800,"Московский проспект, 165",Санкт-Петербург,3500,16,Торговая площадь,https://spb.n1.ru/view/79096452/?open_card_kn
390000,"Просвещения проспект, 53 корп. 1",Санкт-Петербург,1598,244,Торговая площадь,https://spb.n1.ru/view/115046507/?open_card_kn
155000,"Тамбасова, 3 корп. 1",Санкт-Петербург,1546,100,Торговая площадь,https://spb.n1.ru/view/115046414/?open_card_kn
270000,"Стахановцев, 1",Санкт-Петербург,2700,100,Торговая площадь,https://spb.n1.ru/view/114341906/?open_card_kn
180000,"Стачек проспект, 41",Санкт-Петербург,3000,60,Торговая площадь,https://spb.n1.ru/view/115758442/?open_card_kn
674010,"Шаумяна проспект, 14",Санкт-Петербург,1693,398,Торговая площадь,https://spb.n1.ru/view/107139730/?open_card_kn
70000,"Маршала Казакова, 35",Санкт-Петербург,1000,70,Торговая площадь,https://spb.n1.ru/view/113253761/?open_card_kn
555000,"3-й Верхний переулок, 15",Санкт-Петербург,15000,37,Торговая площадь,https://spb.n1.ru/view/113251780/?open_card_kn
984000,"3-й Верхний переулок, 15",Санкт-Петербург,12000,82,Торговая площадь,https://spb.n1.ru/view/113251778/?open_card_kn
18000,"Искровский проспект, 12",Санкт-Петербург,3600,5,Торговая площадь,https://spb.n1.ru/view/79018236/?open_card_kn
300000,"Купчинская, 15 корп. 1",Санкт-Петербург,1000,300,Торговая площадь,https://spb.n1.ru/view/115748410/?open_card_kn
1360000,"3-й Верхний переулок, 15",Санкт-Петербург,10000,136,Торговая площадь,https://spb.n1.ru/view/113241886/?open_card_kn
300000,"3-й Верхний переулок, 15",Санкт-Петербург,20000,15,Торговая площадь,https://spb.n1.ru/view/113241876/?open_card_kn
2500000,"3-й Верхний переулок, 15",Санкт-Петербург,5000,500,Торговая площадь,https://spb.n1.ru/view/115745077/?open_card_kn
359000,"Коллонтай, 28 корп. 1",Санкт-Петербург,1759,204,Торговая площадь,https://spb.n1.ru/view/113230340/?open_card_kn
200000,"Савушкина, 119",Санкт-Петербург,2000,100,Торговая площадь,https://spb.n1.ru/view/113230207/?open_card_kn
190000,"Почтамтская, 12",Санкт-Петербург,1137,167,Торговая площадь,https://spb.n1.ru/view/112819554/?open_card_kn
180000,"шоссе Колпинское, 127",Санкт-Петербург,1954,92,Торговая площадь,https://spb.n1.ru/view/116089336/?open_card_kn
241201,"Георгия Гречко, 3",Санкт-Петербург,3000,80,Торговая площадь,https://spb.n1.ru/view/116089224/?open_card_kn
168000,"Полюстровский проспект, 75",Санкт-Петербург,1500,112,Торговая площадь,https://spb.n1.ru/view/110929415/?open_card_kn
250000,"Коломяжский проспект, 26",Санкт-Петербург,2711,92,Торговая площадь,https://spb.n1.ru/view/116077352/?open_card_kn
150000,"2-й Рабфаковский переулок, 15 корп. 3",Санкт-Петербург,2029,73,Торговая площадь,https://spb.n1.ru/view/116077349/?open_card_kn
288420,"7-й Предпортовый проезд, 76",Санкт-Петербург,2200,131,Торговая площадь,https://spb.n1.ru/view/116076951/?open_card_kn
90000,"Чирикова, 5",Санкт-Петербург,2472,36,Торговая площадь,https://spb.n1.ru/view/116076823/?open_card_kn
84800,"Обводного канала набережная, 136 корп. 1б",Санкт-Петербург,1600,53,Торговая площадь,https://spb.n1.ru/view/107533982/?open_card_kn
146000,"Бестужевская, 10",Санкт-Петербург,2000,73,Торговая площадь,https://spb.n1.ru/view/110922792/?open_card_kn
420000,"Детскосельская, 1/2",Санкт-Петербург,1304,322,Торговая площадь,https://spb.n1.ru/view/113209790/?open_card_kn
300000,"Бакунина проспект, 33",Санкт-Петербург,2654,113,Торговая площадь,https://spb.n1.ru/view/113607070/?open_card_kn
188000,"Ильюшина, 1 корп. 1",Санкт-Петербург,3514,53,Торговая площадь,https://spb.n1.ru/view/114299264/?open_card_kn
119999,"Просвещения проспект, 36 корп. 1",Санкт-Петербург,3999,30,Торговая площадь,https://spb.n1.ru/view/116063316/?open_card_kn
240000,"Одоевского, 27",Санкт-Петербург,1500,160,Торговая площадь,https://spb.n1.ru/view/116061248/?open_card_kn
155000,"Васнецовский проспект, 18",Санкт-Петербург,1409,110,Торговая площадь,https://spb.n1.ru/view/107864183/?open_card_kn
417200,"Новочеркасский проспект, 22/15",Санкт-Петербург,2800,149,Торговая площадь,https://spb.n1.ru/view/116054951/?open_card_kn
266880,"11-я В.О. линия, 34/47",Санкт-Петербург,3200,83,Торговая площадь,https://spb.n1.ru/view/116054949/?open_card_kn
230000,"Наличная, 9",Санкт-Петербург,2110,109,Торговая площадь,https://spb.n1.ru/view/113580053/?open_card_kn
941500,"Стачек площадь, 9",Санкт-Петербург,3500,269,Торговая площадь,https://spb.n1.ru/view/116054898/?open_card_kn
235000,"Челюскина, 10",Санкт-Петербург,2500,94,Торговая площадь,https://spb.n1.ru/view/113920809/?open_card_kn
200000,"Типанова, 19",Санкт-Петербург,2457,81,Торговая площадь,https://spb.n1.ru/view/116047582/?open_card_kn
350000,"Школьная, 14",Санкт-Петербург,1805,193,Торговая площадь,https://spb.n1.ru/view/116045159/?open_card_kn
75000,"Итальянская, 15",Санкт-Петербург,5000,15,Торговая площадь,https://spb.n1.ru/view/110878884/?open_card_kn
150000,"Королева проспект, 65",Санкт-Петербург,3000,50,Торговая площадь,https://spb.n1.ru/view/115693311/?open_card_kn
248810,"проспект Малый Васильевского острова, 88",Санкт-Петербург,2764,90,Торговая площадь,https://spb.n1.ru/view/115347994/?open_card_kn
549000,"Коллонтай, 28 корп. 1",Санкт-Петербург,1586,346,Торговая площадь,https://spb.n1.ru/view/99675412/?open_card_kn
980000,"Шкапина, 15",Санкт-Петербург,3500,280,Торговая площадь,https://spb.n1.ru/view/116041606/?open_card_kn
26000,"Ново-Александровская, 14",Санкт-Петербург,1444,18,Торговая площадь,https://spb.n1.ru/view/116041602/?open_card_kn
115000,"Дыбенко, 20 корп. 1",Санкт-Петербург,2395,48,Торговая площадь,https://spb.n1.ru/view/116038043/?open_card_kn
495000,"Заречная, 11 корп. 2",Санкт-Петербург,1418,349,Торговая площадь,https://spb.n1.ru/view/116038044/?open_card_kn
487000,"Народная, 87",Санкт-Петербург,1295,376,Торговая площадь,https://spb.n1.ru/view/113563232/?open_card_kn
1050000,"Ефимова, 4а",Санкт-Петербург,2625,400,Торговая площадь,https://spb.n1.ru/view/113558899/?open_card_kn
90000,"Итальянская, 15",Санкт-Петербург,6521,13,Торговая площадь,https://spb.n1.ru/view/110867032/?open_card_kn
210000,"Энгельса проспект, 21",Санкт-Петербург,2333,90,Торговая площадь,https://spb.n1.ru/view/116025575/?open_card_kn
300000,"Некрасова, 60",Санкт-Петербург,3000,100,Торговая площадь,https://spb.n1.ru/view/99105398/?open_card_kn
1302000,"Светлановский проспект, 103",Санкт-Петербург,1733,751,Торговая площадь,https://spb.n1.ru/view/113174287/?open_card_kn
25000,"Юрия Гагарина проспект, 34 корп. 3",Санкт-Петербург,6250,4,Торговая площадь,https://spb.n1.ru/view/109552312/?open_card_kn
225000,"Невский проспект, 158",Санкт-Петербург,1928,116,Торговая площадь,https://spb.n1.ru/view/116016564/?open_card_kn
75000,"Коллонтай, 31 корп. 2",Санкт-Петербург,2707,27,Торговая площадь,https://spb.n1.ru/view/110400102/?open_card_kn
65000,"Ударников проспект, 42",Санкт-Петербург,3250,20,Торговая площадь,https://spb.n1.ru/view/112730412/?open_card_kn
137400,"Юрия Гагарина проспект, 2",Санкт-Петербург,2000,68,Торговая площадь,https://spb.n1.ru/view/115323096/?open_card_kn
125000,"Ленинский проспект, 134",Санкт-Петербург,2566,48,Торговая площадь,https://spb.n1.ru/view/115681317/?open_card_kn
1150000,"Просвещения проспект, 21/139",Санкт-Петербург,3267,352,Торговая площадь,https://spb.n1.ru/view/109977061/?open_card_kn
80000,,Санкт-Петербург,1702,47,Торговая площадь,https://spb.n1.ru/view/116011569/?open_card_kn
223830,"Лиговский проспект, 242",Санкт-Петербург,2667,83,Торговая площадь,https://spb.n1.ru/view/115309371/?open_card_kn
238700,"Красногвардейская площадь, 3е",Санкт-Петербург,2200,108,Торговая площадь,https://spb.n1.ru/view/115305051/?open_card_kn
231200,"Гражданская, 13",Санкт-Петербург,4000,57,Торговая площадь,https://spb.n1.ru/view/115658902/?open_card_kn
85000,"Фермское шоссе, 32",Санкт-Петербург,1133,75,Торговая площадь,https://spb.n1.ru/view/115658900/?open_card_kn
100000,"Просвещения проспект, 35",Санкт-Петербург,2500,40,Торговая площадь,https://spb.n1.ru/view/116009930/?open_card_kn
165000,"Просвещения проспект, 30 корп. 1",Санкт-Петербург,2619,63,Торговая площадь,https://spb.n1.ru/view/116009929/?open_card_kn
121950,"Кубинская, 82 корп. 3 ст1",Санкт-Петербург,1500,81,Торговая площадь,https://spb.n1.ru/view/115304909/?open_card_kn
21000,"Ленина, 85",Санкт-Петербург,1578,13,Торговая площадь,https://spb.n1.ru/view/114238724/?open_card_kn
900000,"Федора Абрамова, 8",Санкт-Петербург,1587,567,Торговая площадь,https://spb.n1.ru/view/115655679/?open_card_kn
90000,"Прибрежная, 18",Санкт-Петербург,4500,20,Торговая площадь,https://spb.n1.ru/view/109958974/?open_card_kn
92400,"Пахомовская, 18 корп. 1",Санкт-Петербург,2800,33,Торговая площадь,https://spb.n1.ru/view/116006903/?open_card_kn
600000,"проспект Средний Васильевского острова, 99/18",Санкт-Петербург,1643,365,Торговая площадь,https://spb.n1.ru/view/114958706/?open_card_kn
220000,"Кузнечный переулок, 19",Санкт-Петербург,2242,98,Торговая площадь,https://spb.n1.ru/view/113531996/?open_card_kn
135000,"Маяковского, 22",Санкт-Петербург,1812,74,Торговая площадь,https://spb.n1.ru/view/115291121/?open_card_kn
102000,"Тверская, 50",Санкт-Петербург,3000,34,Торговая площадь,https://spb.n1.ru/view/112335757/?open_card_kn
200000,"Тосина, 1 корп. 2",Санкт-Петербург,2361,84,Помещение под бар/ресторан,https://spb.n1.ru/view/115905928/?open_card_kn
3666250,"Реки Мойки набережная, 59",Санкт-Петербург,3500,1047,Помещение под бар/ресторан,https://spb.n1.ru/view/115983174/?open_card_kn
40800,"Южное шоссе, 37 корп. 1",Санкт-Петербург,850,48,Помещение под бар/ресторан,https://spb.n1.ru/view/116104355/?open_card_kn
932400,"Савушкина, 119",Санкт-Петербург,1800,518,Помещение под бар/ресторан,https://spb.n1.ru/view/111452837/?open_card_kn
4789080,"Савушкина, 119",Санкт-Петербург,1800,2660,Помещение под бар/ресторан,https://spb.n1.ru/view/112054977/?open_card_kn
240000,"3-й (Горелово) проезд, 36",Санкт-Петербург,2448,98,Помещение под бар/ресторан,https://spb.n1.ru/view/109073691/?open_card_kn
1200000,"Выборгское шоссе, 12",Санкт-Петербург,2500,480,Помещение под бар/ресторан,https://spb.n1.ru/view/114386290/?open_card_kn
762400,"Академика Павлова, 5",Санкт-Петербург,4000,190,Помещение под бар/ресторан,https://spb.n1.ru/view/113133048/?open_card_kn
711000,"Савушкина, 119",Санкт-Петербург,1800,395,Помещение под бар/ресторан,https://spb.n1.ru/view/113132866/?open_card_kn
220000,"Казанская, 31",Санкт-Петербург,2857,77,Помещение под бар/ресторан,https://spb.n1.ru/view/115632695/?open_card_kn
439500,"Невский проспект, 15",Санкт-Петербург,2500,175,Помещение под бар/ресторан,https://spb.n1.ru/view/115974830/?open_card_kn
299000,"Садовая, 88",Санкт-Петербург,1758,170,Помещение под бар/ресторан,https://spb.n1.ru/view/115273288/?open_card_kn
222000,"Загребский бульвар, 33",Санкт-Петербург,1489,149,Помещение под бар/ресторан,https://spb.n1.ru/view/115265445/?open_card_kn
500000,"Димитрова, 20 корп. 1",Санкт-Петербург,1666,300,Помещение под бар/ресторан,https://spb.n1.ru/view/116290906/?open_card_kn
101200,"Дунайский проспект, 7 корп. 7",Санкт-Петербург,2000,50,Помещение под бар/ресторан,https://spb.n1.ru/view/116285234/?open_card_kn
130000,"Лидии Зверевой, 9 корп. 1",Санкт-Петербург,1359,95,Помещение под бар/ресторан,https://spb.n1.ru/view/116285130/?open_card_kn
178500,"Шишкина, 307",Санкт-Петербург,1400,127,Помещение под бар/ресторан,https://spb.n1.ru/view/110310609/?open_card_kn
150000,"Ленсовета, 22",Санкт-Петербург,1415,106,Помещение под бар/ресторан,https://spb.n1.ru/view/112272559/?open_card_kn
460000,"Чичеринская, 2",Санкт-Петербург,1600,287,Помещение под бар/ресторан,https://spb.n1.ru/view/115595241/?open_card_kn
400000,"Караванная, 24",Санкт-Петербург,4081,98,Помещение под бар/ресторан,https://spb.n1.ru/view/114893512/?open_card_kn
40000,"Греческий проспект, 12",Санкт-Петербург,1142,35,Помещение под бар/ресторан,https://spb.n1.ru/view/116257640/?open_card_kn
112500,"Планерная, 91 корп. 1",Санкт-Петербург,1800,62,Помещение под бар/ресторан,https://spb.n1.ru/view/116231729/?open_card_kn
147000,"Головнина Бульвар, 4",Санкт-Петербург,1646,89,Помещение под бар/ресторан,https://spb.n1.ru/view/115579638/?open_card_kn
988000,"Стачек проспект, 48 корп. 2",Санкт-Петербург,1600,617,Помещение под бар/ресторан,https://spb.n1.ru/view/114505604/?open_card_kn
421456,"Большая Московская, 25",Санкт-Петербург,499,844,Помещение под бар/ресторан,https://spb.n1.ru/view/115194182/?open_card_kn
110000,"Вадима Шефнера, 4",Санкт-Петербург,1271,86,Помещение под бар/ресторан,https://spb.n1.ru/view/112638857/?open_card_kn
192500,"Клинский проспект, 19",Санкт-Петербург,2500,77,Помещение под бар/ресторан,https://spb.n1.ru/view/113441927/?open_card_kn
225000,"Клинский проспект, 19",Санкт-Петербург,2010,111,Помещение под бар/ресторан,https://spb.n1.ru/view/113441906/?open_card_kn
80000,"Загородный проспект, 52",Санкт-Петербург,7272,11,Помещение под бар/ресторан,https://spb.n1.ru/view/115183378/?open_card_kn
126180,"Московский проспект, 183 корп. 7б",Санкт-Петербург,1800,70,Помещение под бар/ресторан,https://spb.n1.ru/view/115183366/?open_card_kn
43000,"Обводного канала набережная, 118ах",Санкт-Петербург,2047,21,Помещение под бар/ресторан,https://spb.n1.ru/view/116212373/?open_card_kn
1100000,"Испытателей проспект, 35",Санкт-Петербург,1309,840,Помещение под бар/ресторан,https://spb.n1.ru/view/114874276/?open_card_kn
170000,"Канонерский остров, 22",Санкт-Петербург,850,200,Помещение под бар/ресторан,https://spb.n1.ru/view/115910541/?open_card_kn
200000,"Московский проспект, 14",Санкт-Петербург,3225,62,Помещение под бар/ресторан,https://spb.n1.ru/view/114149356/?open_card_kn
204777,"Белоостровская, 22",Санкт-Петербург,739,277,Помещение под бар/ресторан,https://spb.n1.ru/view/109425109/?open_card_kn
220000,"набережная Миклухо-Маклая, 3 корп. 1",Санкт-Петербург,2750,80,Помещение под бар/ресторан,https://spb.n1.ru/view/115541754/?open_card_kn
