"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
225000,"Клинский проспект, 19",Санкт-Петербург,2010,111,Универсальное помещение,https://spb.n1.ru/view/113441906/?open_card_kn
900000,"Коломяжский проспект, 15 корп. 2",Санкт-Петербург,2368,380,Универсальное помещение,https://spb.n1.ru/view/115183457/?open_card_kn
195000,"Лиговский проспект, 185",Санкт-Петербург,2910,67,Универсальное помещение,https://spb.n1.ru/view/115183438/?open_card_kn
90810,"5-й (Горелово) проезд, 70",Санкт-Петербург,900,100,Универсальное помещение,https://spb.n1.ru/view/115183437/?open_card_kn
270000,"Сытнинская, 20",Санкт-Петербург,2347,115,Универсальное помещение,https://spb.n1.ru/view/115183410/?open_card_kn
3130000,"Ждановская, 45",Санкт-Петербург,2000,1565,Универсальное помещение,https://spb.n1.ru/view/115183406/?open_card_kn
198000,"12-я Красноармейская, 26",Санкт-Петербург,1922,103,Универсальное помещение,https://spb.n1.ru/view/115183404/?open_card_kn
396000,"Энергетиков проспект, 4 корп. 1",Санкт-Петербург,3000,132,Универсальное помещение,https://spb.n1.ru/view/115183397/?open_card_kn
1088500,"Херсонская, 39",Санкт-Петербург,3500,311,Универсальное помещение,https://spb.n1.ru/view/115183389/?open_card_kn
560000,"Херсонская, 39",Санкт-Петербург,4000,140,Универсальное помещение,https://spb.n1.ru/view/115183384/?open_card_kn
126180,"Московский проспект, 183 корп. 7б",Санкт-Петербург,1800,70,Универсальное помещение,https://spb.n1.ru/view/115183366/?open_card_kn
272000,"Заневский проспект, 73",Санкт-Петербург,850,320,Универсальное помещение,https://spb.n1.ru/view/115183358/?open_card_kn
600000,"Купчинская, 26 корп. 1",Санкт-Петербург,1247,481,Универсальное помещение,https://spb.n1.ru/view/115182043/?open_card_kn
720000,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,1500,480,Универсальное помещение,https://spb.n1.ru/view/115182023/?open_card_kn
367500,"Витебский проспект, 99 корп. 1",Санкт-Петербург,3500,105,Универсальное помещение,https://spb.n1.ru/view/115182018/?open_card_kn
600000,"Приморское шоссе, 4 корп. 1",Санкт-Петербург,1000,600,Универсальное помещение,https://spb.n1.ru/view/115182013/?open_card_kn
515000,"Академика Константинова, 1 корп. 1",Санкт-Петербург,2500,206,Универсальное помещение,https://spb.n1.ru/view/115181894/?open_card_kn
90000,"Ветеранов проспект, 206",Санкт-Петербург,1380,65,Универсальное помещение,https://spb.n1.ru/view/115181878/?open_card_kn
170000,"Типанова, 20 корп. 1",Санкт-Петербург,148,1148,Универсальное помещение,https://spb.n1.ru/view/115181876/?open_card_kn
900000,"Каменноостровский проспект, 73",Санкт-Петербург,2521,357,Универсальное помещение,https://spb.n1.ru/view/115181648/?open_card_kn
524900,"Реки Карповки набережная, 31 корп. 1",Санкт-Петербург,2900,181,Универсальное помещение,https://spb.n1.ru/view/115566683/?open_card_kn
250000,"Рубинштейна, 30",Санкт-Петербург,2380,105,Универсальное помещение,https://spb.n1.ru/view/115566538/?open_card_kn
900000,"проспект Средний Васильевского острова, 53",Санкт-Петербург,3673,245,Универсальное помещение,https://spb.n1.ru/view/114494120/?open_card_kn
135000,"Новокузнецкая, 8",Санкт-Петербург,1950,69,Универсальное помещение,https://spb.n1.ru/view/115916219/?open_card_kn
177000,"Гагаринская, 28",Санкт-Петербург,2500,70,Универсальное помещение,https://spb.n1.ru/view/115916195/?open_card_kn
190000,"Среднеохтинский проспект, 10",Санкт-Петербург,1310,145,Универсальное помещение,https://spb.n1.ru/view/113037463/?open_card_kn
450000,"6-й Верхний переулок, 21",Санкт-Петербург,3040,148,Универсальное помещение,https://spb.n1.ru/view/115563261/?open_card_kn
80000,"Димитрова, 2",Санкт-Петербург,1197,66,Универсальное помещение,https://spb.n1.ru/view/115913979/?open_card_kn
45000,"Орджоникидзе, 44а",Санкт-Петербург,1500,30,Универсальное помещение,https://spb.n1.ru/view/115913276/?open_card_kn
24000,"Орджоникидзе, 44а",Санкт-Петербург,1500,16,Универсальное помещение,https://spb.n1.ru/view/115913275/?open_card_kn
399000,"Рубинштейна, 2/45",Санкт-Петербург,2770,144,Универсальное помещение,https://spb.n1.ru/view/115559122/?open_card_kn
115500,"Адмирала Черокова, 18 корп. 3",Санкт-Петербург,1100,105,Универсальное помещение,https://spb.n1.ru/view/114153737/?open_card_kn
500000,"Черной речки набережная, 35",Санкт-Петербург,3267,153,Универсальное помещение,https://spb.n1.ru/view/115911858/?open_card_kn
899040,"Левашовский проспект, 12",Санкт-Петербург,1091,823,Универсальное помещение,https://spb.n1.ru/view/115557035/?open_card_kn
1680000,"Звездная, 1",Санкт-Петербург,1333,1260,Универсальное помещение,https://spb.n1.ru/view/116212389/?open_card_kn
50660,"Красногвардейский переулок, 23",Санкт-Петербург,1490,34,Универсальное помещение,https://spb.n1.ru/view/116212371/?open_card_kn
200000,"Южное шоссе, 45 корп. 2",Санкт-Петербург,2439,82,Универсальное помещение,https://spb.n1.ru/view/116212281/?open_card_kn
140000,"Светлановский проспект, 12 корп. 1",Санкт-Петербург,2916,48,Универсальное помещение,https://spb.n1.ru/view/116211547/?open_card_kn
826000,"Воскресенская набережная, 6",Санкт-Петербург,2800,295,Универсальное помещение,https://spb.n1.ru/view/116211477/?open_card_kn
300000,"Потемкинская, 9",Санкт-Петербург,2400,125,Универсальное помещение,https://spb.n1.ru/view/112250474/?open_card_kn
850000,"Невский проспект, 119",Санкт-Петербург,6538,130,Универсальное помещение,https://spb.n1.ru/view/112250469/?open_card_kn
520000,"Науки проспект, 30 корп. 1",Санкт-Петербург,2000,260,Универсальное помещение,https://spb.n1.ru/view/113430979/?open_card_kn
518960,"Николая Рубцова, 5",Санкт-Петербург,2600,199,Универсальное помещение,https://spb.n1.ru/view/113430978/?open_card_kn
1100000,"Испытателей проспект, 35",Санкт-Петербург,1309,840,Универсальное помещение,https://spb.n1.ru/view/114874276/?open_card_kn
139300,"Лиственная, 20 корп. 2",Санкт-Петербург,1990,70,Универсальное помещение,https://spb.n1.ru/view/107371035/?open_card_kn
165000,"Караваевская, 24 корп. 1",Санкт-Петербург,11,14500,Универсальное помещение,https://spb.n1.ru/view/115910563/?open_card_kn
170000,"Канонерский остров, 22",Санкт-Петербург,850,200,Универсальное помещение,https://spb.n1.ru/view/115910541/?open_card_kn
82844,"Красногвардейский переулок, 23",Санкт-Петербург,1490,55,Универсальное помещение,https://spb.n1.ru/view/116210832/?open_card_kn
126502,"Красногвардейский переулок, 23",Санкт-Петербург,1490,84,Универсальное помещение,https://spb.n1.ru/view/116210822/?open_card_kn
57216,"Красногвардейский переулок, 23",Санкт-Петербург,1490,38,Универсальное помещение,https://spb.n1.ru/view/116210821/?open_card_kn
200000,"Пушкинская, 18",Санкт-Петербург,1542,129,Универсальное помещение,https://spb.n1.ru/view/110252469/?open_card_kn
200000,"Московский проспект, 14",Санкт-Петербург,3225,62,Универсальное помещение,https://spb.n1.ru/view/114149356/?open_card_kn
200000,"Лесной проспект, 20 корп. 8",Санкт-Петербург,2380,84,Универсальное помещение,https://spb.n1.ru/view/111564276/?open_card_kn
190000,"Заставская, 46 корп. 3",Санкт-Петербург,1459,130,Универсальное помещение,https://spb.n1.ru/view/115908802/?open_card_kn
32000,"Большеохтинский проспект, 15 корп. 2",Санкт-Петербург,1118,28,Универсальное помещение,https://spb.n1.ru/view/115908670/?open_card_kn
76377,"Красногвардейский переулок, 23",Санкт-Петербург,1199,63,Универсальное помещение,https://spb.n1.ru/view/116209799/?open_card_kn
43164,"Красногвардейский переулок, 23",Санкт-Петербург,1199,36,Универсальное помещение,https://spb.n1.ru/view/116209763/?open_card_kn
204777,"Белоостровская, 22",Санкт-Петербург,739,277,Универсальное помещение,https://spb.n1.ru/view/109425109/?open_card_kn
284400,"Светлановский проспект, 14 корп. 1",Санкт-Петербург,2000,142,Универсальное помещение,https://spb.n1.ru/view/115550884/?open_card_kn
273455,"Челюскина, 10",Санкт-Петербург,3500,78,Универсальное помещение,https://spb.n1.ru/view/114484180/?open_card_kn
142120,"Обводного канала набережная, 106",Санкт-Петербург,1700,83,Универсальное помещение,https://spb.n1.ru/view/112244376/?open_card_kn
87000,"Народная, 68 корп. 1",Санкт-Петербург,996,87,Универсальное помещение,https://spb.n1.ru/view/113421506/?open_card_kn
649894,"Выборгское шоссе, 142 корп. 2",Санкт-Петербург,1522,427,Универсальное помещение,https://spb.n1.ru/view/114143532/?open_card_kn
195000,"Приморское шоссе, 114",Санкт-Петербург,3823,51,Универсальное помещение,https://spb.n1.ru/view/115906051/?open_card_kn
150000,"Арцеуловская аллея, 23 корп. 1",Санкт-Петербург,1616,92,Универсальное помещение,https://spb.n1.ru/view/113023559/?open_card_kn
701000,"Индустриальный проспект, 27",Санкт-Петербург,1752,400,Универсальное помещение,https://spb.n1.ru/view/115905930/?open_card_kn
1000000,"Белы Куна, 3",Санкт-Петербург,2500,400,Универсальное помещение,https://spb.n1.ru/view/113023345/?open_card_kn
94520,"Славы проспект, 21",Санкт-Петербург,1846,51,Универсальное помещение,https://spb.n1.ru/view/113421268/?open_card_kn
87000,"Уральская, 23",Санкт-Петербург,1924,45,Универсальное помещение,https://spb.n1.ru/view/115546478/?open_card_kn
100000,"1-я Красноармейская, 15",Санкт-Петербург,1063,94,Универсальное помещение,https://spb.n1.ru/view/114479065/?open_card_kn
85000,"Малая Бухарестская, 12",Санкт-Петербург,1931,44,Универсальное помещение,https://spb.n1.ru/view/115542962/?open_card_kn
250000,"Старо-Петергофский проспект, 52",Санкт-Петербург,2873,87,Универсальное помещение,https://spb.n1.ru/view/115542958/?open_card_kn
49000,,Санкт-Петербург,2139,22,Универсальное помещение,https://spb.n1.ru/view/115542957/?open_card_kn
1400000,"бульвар Трудящихся, 16",Санкт-Петербург,700,2000,Универсальное помещение,https://spb.n1.ru/view/115542926/?open_card_kn
270000,"Потемкинская, 9",Санкт-Петербург,2160,125,Универсальное помещение,https://spb.n1.ru/view/115542920/?open_card_kn
250800,"Савушкина, 12",Санкт-Петербург,2200,114,Универсальное помещение,https://spb.n1.ru/view/115901229/?open_card_kn
60000,"Нахимова, 11",Санкт-Петербург,1090,55,Универсальное помещение,https://spb.n1.ru/view/115901225/?open_card_kn
1000000,"Коннолахтинский проспект, 27",Санкт-Петербург,1282,780,Универсальное помещение,https://spb.n1.ru/view/115901224/?open_card_kn
220000,"набережная Миклухо-Маклая, 3 корп. 1",Санкт-Петербург,2750,80,Универсальное помещение,https://spb.n1.ru/view/115541754/?open_card_kn
117600,"Реки Смоленки набережная, 3 корп. 1",Санкт-Петербург,1000,117,Универсальное помещение,https://spb.n1.ru/view/115541750/?open_card_kn
660000,"Привокзальная площадь, 2б",Санкт-Петербург,600,1100,Универсальное помещение,https://spb.n1.ru/view/115541742/?open_card_kn
95000,"Свечной переулок, 17",Санкт-Петербург,965,98,Универсальное помещение,https://spb.n1.ru/view/115541740/?open_card_kn
250000,"Большой Сампсониевский проспект, 74 корп. 2",Санкт-Петербург,1269,197,Универсальное помещение,https://spb.n1.ru/view/115541734/?open_card_kn
72000,"Варшавская, 110",Санкт-Петербург,1972,36,Универсальное помещение,https://spb.n1.ru/view/115897163/?open_card_kn
570000,"Гороховая, 49б",Санкт-Петербург,3986,143,Универсальное помещение,https://spb.n1.ru/view/114476389/?open_card_kn
335000,"Константиновский проспект, 3",Санкт-Петербург,4785,70,Универсальное помещение,https://spb.n1.ru/view/114866586/?open_card_kn
110000,"Уточкина, 6 корп. 1",Санкт-Петербург,1833,60,Универсальное помещение,https://spb.n1.ru/view/114476359/?open_card_kn
80000,"Просвещения проспект, 49",Санкт-Петербург,1481,54,Универсальное помещение,https://spb.n1.ru/view/114138445/?open_card_kn
191750,"Левашовский проспект, 12",Санкт-Петербург,1300,147,Универсальное помещение,https://spb.n1.ru/view/115894042/?open_card_kn
15000,"Пролетарская (Володарский), 15",Санкт-Петербург,333,45,Универсальное помещение,https://spb.n1.ru/view/115894027/?open_card_kn
258930,"Обводного канала набережная, 106",Санкт-Петербург,2700,95,Универсальное помещение,https://spb.n1.ru/view/113015168/?open_card_kn
93000,"6-й Верхний переулок, 21",Санкт-Петербург,2384,39,Универсальное помещение,https://spb.n1.ru/view/110725816/?open_card_kn
185640,"Головнина Бульвар, 4",Санкт-Петербург,1700,109,Универсальное помещение,https://spb.n1.ru/view/115891588/?open_card_kn
226200,"Выборгское шоссе, 15",Санкт-Петербург,1292,175,Универсальное помещение,https://spb.n1.ru/view/115891587/?open_card_kn
110000,"Пулковское шоссе, 95 корп. 3",Санкт-Петербург,1877,58,Универсальное помещение,https://spb.n1.ru/view/112231885/?open_card_kn
200000,"Октябрьская набережная, 40",Санкт-Петербург,2024,98,Универсальное помещение,https://spb.n1.ru/view/112231878/?open_card_kn
9000000,"Выборгское шоссе, 12",Санкт-Петербург,1484,6062,Универсальное помещение,https://spb.n1.ru/view/112231877/?open_card_kn
6000,"Ветеранов проспект, 51",Санкт-Петербург,2000,3,Универсальное помещение,https://spb.n1.ru/view/110237374/?open_card_kn
60000,"Солдата Корзуна, 34 корп. 1",Санкт-Петербург,2857,21,Универсальное помещение,https://spb.n1.ru/view/115889692/?open_card_kn
353500,"Комендантский проспект, 59 корп. 1",Санкт-Петербург,3500,101,Универсальное помещение,https://spb.n1.ru/view/115887591/?open_card_kn
528500,"Комендантский проспект, 59 корп. 1",Санкт-Петербург,3500,151,Универсальное помещение,https://spb.n1.ru/view/115887409/?open_card_kn
85000,"Васи Алексеева, 9",Санкт-Петербург,449,189,Универсальное помещение,https://spb.n1.ru/view/115887261/?open_card_kn
157000,"Гудиловская, 9",Санкт-Петербург,2000,78,Универсальное помещение,https://spb.n1.ru/view/115887250/?open_card_kn
200000,"Римского-Корсакова проспект, 31",Санкт-Петербург,2547,78,Универсальное помещение,https://spb.n1.ru/view/80708308/?open_card_kn
300000,"Исполкомская, 7/9",Санкт-Петербург,3112,96,Универсальное помещение,https://spb.n1.ru/view/80708306/?open_card_kn
100000,"Большая Конюшенная, 25",Санкт-Петербург,909,110,Универсальное помещение,https://spb.n1.ru/view/115884481/?open_card_kn
90000,"Парфеновская, 9 корп. 2",Санкт-Петербург,1636,55,Универсальное помещение,https://spb.n1.ru/view/108902486/?open_card_kn
424000,"Челюскина, 10",Санкт-Петербург,4000,106,Универсальное помещение,https://spb.n1.ru/view/114467078/?open_card_kn
470550,"Реки Мойки набережная, 37",Санкт-Петербург,1500,313,Универсальное помещение,https://spb.n1.ru/view/113006357/?open_card_kn
307500,"Восстания, 11",Санкт-Петербург,1500,205,Универсальное помещение,https://spb.n1.ru/view/113006350/?open_card_kn
100000,"1-я Заводская (Старо-Паново), 35",Санкт-Петербург,1666,60,Универсальное помещение,https://spb.n1.ru/view/114856494/?open_card_kn
85000,"Большая Пушкарская, 10в",Санкт-Петербург,1164,73,Универсальное помещение,https://spb.n1.ru/view/114853951/?open_card_kn
750000,"Московский проспект, 109",Санкт-Петербург,2000,375,Универсальное помещение,https://spb.n1.ru/view/111104621/?open_card_kn
193970,"проезд Толубеевский, 34 корп. 1",Санкт-Петербург,1700,114,Универсальное помещение,https://spb.n1.ru/view/109836142/?open_card_kn
220000,"Профессора Качалова, 17",Санкт-Петербург,547,401,Универсальное помещение,https://spb.n1.ru/view/113394945/?open_card_kn
530000,"Кораблестроителей, 12 корп. 2",Санкт-Петербург,1992,266,Универсальное помещение,https://spb.n1.ru/view/114459275/?open_card_kn
96000,"Луначарского проспект, 13 корп. 1",Санкт-Петербург,2000,48,Универсальное помещение,https://spb.n1.ru/view/113393265/?open_card_kn
159800,"Малая Митрофаньевская, 8 корп. 1",Санкт-Петербург,1700,94,Универсальное помещение,https://spb.n1.ru/view/114845717/?open_card_kn
384000,"Чичеринская, 2",Санкт-Петербург,1600,240,Универсальное помещение,https://spb.n1.ru/view/114457444/?open_card_kn
175000,"Лиговский проспект, 287",Санкт-Петербург,2464,71,Универсальное помещение,https://spb.n1.ru/view/114457442/?open_card_kn
660600,"Введенский канал, 4",Санкт-Петербург,2000,330,Универсальное помещение,https://spb.n1.ru/view/80548434/?open_card_kn
141500,"Ленинский проспект, 119б",Санкт-Петербург,2500,56,Универсальное помещение,https://spb.n1.ru/view/116199998/?open_card_kn
197110,"Бабушкина, 55 корп. 1",Санкт-Петербург,2300,85,Универсальное помещение,https://spb.n1.ru/view/116199964/?open_card_kn
25000,"Шпалерная, 52а",Санкт-Петербург,1250,20,Универсальное помещение,https://spb.n1.ru/view/116199951/?open_card_kn
20000,"Шпалерная, 52а",Санкт-Петербург,1666,12,Универсальное помещение,https://spb.n1.ru/view/116199940/?open_card_kn
25000,"Шпалерная, 52а",Санкт-Петербург,2083,12,Универсальное помещение,https://spb.n1.ru/view/116199935/?open_card_kn
145000,"Варшавская, 6 корп. 2",Санкт-Петербург,1946,74,Универсальное помещение,https://spb.n1.ru/view/116199920/?open_card_kn
1249900,"Индустриальный проспект, 26/24",Санкт-Петербург,1890,661,Универсальное помещение,https://spb.n1.ru/view/111095495/?open_card_kn
130000,"Маршала Казакова, 35",Санкт-Петербург,1203,108,Универсальное помещение,https://spb.n1.ru/view/114454613/?open_card_kn
220000,"Серпуховская, 7",Санкт-Петербург,1981,111,Универсальное помещение,https://spb.n1.ru/view/116195983/?open_card_kn
280000,"Пушкинская, 15",Санкт-Петербург,1904,147,Универсальное помещение,https://spb.n1.ru/view/116195915/?open_card_kn
42600,"проезд Толубеевский, 36 корп. 1",Санкт-Петербург,2000,21,Универсальное помещение,https://spb.n1.ru/view/116195912/?open_card_kn
1099821,"Воскресенская набережная, 6",Санкт-Петербург,2177,505,Универсальное помещение,https://spb.n1.ru/view/116195904/?open_card_kn
140000,"Пархоменко проспект, 39",Санкт-Петербург,1386,101,Универсальное помещение,https://spb.n1.ru/view/116195903/?open_card_kn
57100,"Прокофьева, 7 корп. 2",Санкт-Петербург,1001,57,Универсальное помещение,https://spb.n1.ru/view/116195901/?open_card_kn
242500,"проспект Крузенштерна, 13",Санкт-Петербург,2500,97,Универсальное помещение,https://spb.n1.ru/view/114451572/?open_card_kn
199386,"Заречная, 48 корп. 1",Санкт-Петербург,1980,100,Универсальное помещение,https://spb.n1.ru/view/109820919/?open_card_kn
103860,"Ветеранов проспект, 200",Санкт-Петербург,1800,57,Универсальное помещение,https://spb.n1.ru/view/113751215/?open_card_kn
115000,"Гжатская, 22 корп. 1",Санкт-Петербург,1533,75,Универсальное помещение,https://spb.n1.ru/view/115523912/?open_card_kn
108750,"Головнина Бульвар, 3 корп. 1",Санкт-Петербург,1500,72,Универсальное помещение,https://spb.n1.ru/view/113375687/?open_card_kn
120000,"Челюскина, 8",Санкт-Петербург,2500,48,Универсальное помещение,https://spb.n1.ru/view/113375679/?open_card_kn
351000,"Невский проспект, 134б",Санкт-Петербург,1755,200,Универсальное помещение,https://spb.n1.ru/view/113375660/?open_card_kn
182850,"Дегтярная, 5",Санкт-Петербург,1149,159,Универсальное помещение,https://spb.n1.ru/view/113373879/?open_card_kn
154739,"Планерная, 99",Санкт-Петербург,1300,119,Универсальное помещение,https://spb.n1.ru/view/112581913/?open_card_kn
200000,"Большеохтинский проспект, 15 корп. 2",Санкт-Петербург,995,201,Универсальное помещение,https://spb.n1.ru/view/115868719/?open_card_kn
179000,"Садовая, 88",Санкт-Петербург,2130,84,Универсальное помещение,https://spb.n1.ru/view/115522902/?open_card_kn
55000,"Ленинский проспект, 157",Санкт-Петербург,1833,30,Универсальное помещение,https://spb.n1.ru/view/114115641/?open_card_kn
267417,"Заречная, 52 корп. 1",Санкт-Петербург,1935,138,Универсальное помещение,https://spb.n1.ru/view/109802173/?open_card_kn
65000,"Кондратьевский проспект, 62 корп. 2",Санкт-Петербург,2031,32,Универсальное помещение,https://spb.n1.ru/view/115867386/?open_card_kn
348000,"Чапаева, 4",Санкт-Петербург,2205,157,Универсальное помещение,https://spb.n1.ru/view/112994998/?open_card_kn
235000,"Всеволода Боброва, 21",Санкт-Петербург,1196,196,Универсальное помещение,https://spb.n1.ru/view/116184140/?open_card_kn
60000,"Космонавтов проспект, 65 корп. 1",Санкт-Петербург,2352,25,Универсальное помещение,https://spb.n1.ru/view/113369090/?open_card_kn
80000,"Хошимина, 11 корп. 1",Санкт-Петербург,1777,45,Универсальное помещение,https://spb.n1.ru/view/114444739/?open_card_kn
120000,"дорога Михайловская, 16 корп. 3",Санкт-Петербург,1967,61,Универсальное помещение,https://spb.n1.ru/view/115518857/?open_card_kn
500000,"Дачный проспект, 17 корп. 2",Санкт-Петербург,1903,262,Универсальное помещение,https://spb.n1.ru/view/116182838/?open_card_kn
135000,"проспект Старорусский, 3 корп. 2",Санкт-Петербург,2406,56,Универсальное помещение,https://spb.n1.ru/view/116182771/?open_card_kn
195000,"Перекопская, 3",Санкт-Петербург,1477,132,Универсальное помещение,https://spb.n1.ru/view/116182769/?open_card_kn
317620,"Моисеенко, 22д",Санкт-Петербург,1452,218,Универсальное помещение,https://spb.n1.ru/view/116182661/?open_card_kn
120400,"Дачный проспект, 17 корп. 2",Санкт-Петербург,3909,30,Универсальное помещение,https://spb.n1.ru/view/112989479/?open_card_kn
190000,"Измайловский проспект, 11",Санкт-Петербург,2209,86,Универсальное помещение,https://spb.n1.ru/view/80305316/?open_card_kn
194240,"Планерная, 89",Санкт-Петербург,1600,121,Универсальное помещение,https://spb.n1.ru/view/111076705/?open_card_kn
18000,"Савушкина, 119 корп. 3",Санкт-Петербург,1417,12,Универсальное помещение,https://spb.n1.ru/view/111076595/?open_card_kn
120000,"Ветеранов проспект, 196",Санкт-Петербург,1935,62,Универсальное помещение,https://spb.n1.ru/view/115518266/?open_card_kn
450000,"Владимирский проспект, 13/9",Санкт-Петербург,1618,278,Универсальное помещение,https://spb.n1.ru/view/112989378/?open_card_kn
235000,"Большой П.С. проспект, 31",Санкт-Петербург,1175,200,Универсальное помещение,https://spb.n1.ru/view/114106743/?open_card_kn
82000,"Торжковская, 6",Санкт-Петербург,868,94,Универсальное помещение,https://spb.n1.ru/view/114815555/?open_card_kn
266750,"Кубинская, 82 корп. 2",Санкт-Петербург,2500,106,Универсальное помещение,https://spb.n1.ru/view/112989361/?open_card_kn
49000,"Школьная, 6 корп. 2",Санкт-Петербург,674,72,Универсальное помещение,https://spb.n1.ru/view/109361906/?open_card_kn
200000,"Стачек проспект, 22",Санкт-Петербург,2702,74,Универсальное помещение,https://spb.n1.ru/view/113366690/?open_card_kn
180000,"Шкапина, 6",Санкт-Петербург,829,217,Универсальное помещение,https://spb.n1.ru/view/115518212/?open_card_kn
250000,"Лиговский проспект, 287",Санкт-Петербург,2252,111,Универсальное помещение,https://spb.n1.ru/view/114815554/?open_card_kn
250000,"Королева проспект, 7",Санкт-Петербург,1329,188,Универсальное помещение,https://spb.n1.ru/view/115516665/?open_card_kn
58000,"Токарева, 13а",Санкт-Петербург,1181,49,Универсальное помещение,https://spb.n1.ru/view/115516644/?open_card_kn
469000,"Гончарная, 6",Санкт-Петербург,3500,134,Универсальное помещение,https://spb.n1.ru/view/114101431/?open_card_kn
200000,"Караваевская, 28 корп. 1",Санкт-Петербург,2325,86,Универсальное помещение,https://spb.n1.ru/view/114098783/?open_card_kn
133280,"шоссе Колпинское, 129",Санкт-Петербург,1700,78,Универсальное помещение,https://spb.n1.ru/view/114098782/?open_card_kn
50000,"Гражданский проспект, 80 корп. 1",Санкт-Петербург,3846,13,Универсальное помещение,https://spb.n1.ru/view/80275823/?open_card_kn
60000,"Головнина Бульвар, 3 корп. 1",Санкт-Петербург,1000,60,Универсальное помещение,https://spb.n1.ru/view/111923301/?open_card_kn
910000,"Новгородская, 13л",Санкт-Петербург,1300,700,Универсальное помещение,https://spb.n1.ru/view/115512784/?open_card_kn
500000,"18-я В.О. линия, 29",Санкт-Петербург,2439,205,Универсальное помещение,https://spb.n1.ru/view/115159312/?open_card_kn
560000,"Моховая, 39",Санкт-Петербург,4000,140,Универсальное помещение,https://spb.n1.ru/view/115159314/?open_card_kn
57800,"Лермонтовский проспект, 7а",Санкт-Петербург,400,144,Универсальное помещение,https://spb.n1.ru/view/111071077/?open_card_kn
34000,"Коломяжский проспект, 10ам",Санкт-Петербург,1000,34,Универсальное помещение,https://spb.n1.ru/view/115510588/?open_card_kn
90000,"Художников проспект, 35",Санкт-Петербург,2500,36,Универсальное помещение,https://spb.n1.ru/view/116175173/?open_card_kn
96300,"Галерный проезд, 1 корп. 2",Санкт-Петербург,895,107,Универсальное помещение,https://spb.n1.ru/view/116175115/?open_card_kn
112830,"Гусарская, 4ц",Санкт-Петербург,1500,75,Универсальное помещение,https://spb.n1.ru/view/116174827/?open_card_kn
85000,"Владимира Пчелинцева, 3",Санкт-Петербург,2190,38,Универсальное помещение,https://spb.n1.ru/view/116174767/?open_card_kn
258000,"Васи Алексеева, 26",Санкт-Петербург,1000,258,Универсальное помещение,https://spb.n1.ru/view/116174542/?open_card_kn
700000,"Зоологический переулок, 1",Санкт-Петербург,3111,225,Универсальное помещение,https://spb.n1.ru/view/116174501/?open_card_kn
154999,"Октябрьская набережная, 40",Санкт-Петербург,1643,94,Универсальное помещение,https://spb.n1.ru/view/114093418/?open_card_kn
150000,"Маршала Захарова, 8",Санкт-Петербург,1744,86,Универсальное помещение,https://spb.n1.ru/view/111919445/?open_card_kn
36256,"Уральская, 19 корп. 8",Санкт-Петербург,893,40,Универсальное помещение,https://spb.n1.ru/view/115506837/?open_card_kn
36270,"Уральская, 19 корп. 8",Санкт-Петербург,930,39,Универсальное помещение,https://spb.n1.ru/view/115506742/?open_card_kn
65547,"Уральская, 19 корп. 8",Санкт-Петербург,893,73,Универсальное помещение,https://spb.n1.ru/view/115506743/?open_card_kn
4156812,"Уральская, 19 корп. 8",Санкт-Петербург,1080,3848,Универсальное помещение,https://spb.n1.ru/view/115506741/?open_card_kn
92480,"Васнецовский проспект, 20",Санкт-Петербург,1700,54,Универсальное помещение,https://spb.n1.ru/view/112981470/?open_card_kn
130000,"Благодатная, 50",Санкт-Петербург,2452,53,Универсальное помещение,https://spb.n1.ru/view/115861104/?open_card_kn
52489,"Уральская, 19 корп. 8",Санкт-Петербург,929,56,Универсальное помещение,https://spb.n1.ru/view/115506738/?open_card_kn
357400,"6-й Верхний переулок, 61",Санкт-Петербург,1000,357,Универсальное помещение,https://spb.n1.ru/view/115154890/?open_card_kn
380000,"Псковская, 34 корп. 2б",Санкт-Петербург,1544,246,Универсальное помещение,https://spb.n1.ru/view/114438473/?open_card_kn
100000,"Окуловская, 18",Санкт-Петербург,1256,79,Универсальное помещение,https://spb.n1.ru/view/112555638/?open_card_kn
95000,"Рыбинская, 3",Санкт-Петербург,1187,80,Универсальное помещение,https://spb.n1.ru/view/115860595/?open_card_kn
396900,"Орджоникидзе, 44а",Санкт-Петербург,900,441,Универсальное помещение,https://spb.n1.ru/view/115506264/?open_card_kn
110080,"проезд Толубеевский, 34 корп. 1",Санкт-Петербург,1600,68,Универсальное помещение,https://spb.n1.ru/view/110192306/?open_card_kn
350000,"1-я Никитинская, 30а",Санкт-Петербург,1502,233,Универсальное помещение,https://spb.n1.ru/view/113730019/?open_card_kn
875000,"Испытателей проспект, 35",Санкт-Петербург,1750,500,Универсальное помещение,https://spb.n1.ru/view/115501335/?open_card_kn
136370,,Санкт-Петербург,1300,104,Универсальное помещение,https://spb.n1.ru/view/112551618/?open_card_kn
450000,"проспект Большой Васильевского острова, 89",Санкт-Петербург,2556,176,Универсальное помещение,https://spb.n1.ru/view/115151539/?open_card_kn
350000,"Челюскина, 6",Санкт-Петербург,2517,139,Универсальное помещение,https://spb.n1.ru/view/115151536/?open_card_kn
98000,"Гусарская, 9 корп. 5",Санкт-Петербург,700,140,Универсальное помещение,https://spb.n1.ru/view/115857412/?open_card_kn
