"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon
450000,"Миклухо-Маклая, 55",Москва,1500,300,Универсальное помещение,https://msk.n1.ru/view/114547228/?open_card_kn,"Миклухо-Маклая, 55, Москва, Россия","{'district': 'район Коньково', 'lat': 55.6412676, 'lon': 37.5329029}",район Коньково,55.6412676,37.5329029
20000,"Ленинградский проспект, 45 корп. 2",Москва,1333,15,Универсальное помещение,https://msk.n1.ru/view/110324605/?open_card_kn,"Ленинградский проспект, 45 корп. 2, Москва, Россия","{'district': 'район Беговой', 'lat': 55.7801228, 'lon': 37.5775666}",район Беговой,55.7801228,37.5775666
1199999,"Басманная Стар., 13 ст1",Москва,3191,376,Универсальное помещение,https://msk.n1.ru/view/114936082/?open_card_kn,"Басманная Стар., 13 ст1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
72000,"Красносельская Верхн., 17а ст1б",Москва,4161,17,Универсальное помещение,https://msk.n1.ru/view/115971941/?open_card_kn,"Красносельская Верхн., 17а ст1б, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
1160000,"Алтуфьевское шоссе, 18а",Москва,2500,464,Универсальное помещение,https://msk.n1.ru/view/115616161/?open_card_kn,"Алтуфьевское шоссе, 18а, Москва, Россия","{'district': 'район Отрадное', 'lat': 55.8581655, 'lon': 37.5856315}",район Отрадное,55.8581655,37.5856315
240000,"Дорожная, 46 корп. 3",Москва,2823,85,Универсальное помещение,https://msk.n1.ru/view/115971882/?open_card_kn,"Дорожная, 46 корп. 3, Москва, Россия","{'district': 'район Чертаново Южное', 'lat': 55.6024565, 'lon': 37.6223671}",район Чертаново Южное,55.6024565,37.6223671
50000,"Смольная, 73",Москва,2000,25,Универсальное помещение,https://msk.n1.ru/view/112049441/?open_card_kn,"Смольная, 73, Москва, Россия","{'district': 'район Левобережный', 'lat': 55.8724038, 'lon': 37.4677112}",район Левобережный,55.8724038,37.4677112
290000,"Зои и Александра Космодемьянских, 4 корп. 2",Москва,5272,55,Универсальное помещение,https://msk.n1.ru/view/115615942/?open_card_kn,"Зои и Александра Космодемьянских, 4 корп. 2, Москва, Россия","{'district': 'Войковский район', 'lat': 55.82008, 'lon': 37.5076979}",Войковский район,55.82008,37.5076979
440000,"Машиностроения 1-я, 5а",Москва,3085,142,Универсальное помещение,https://msk.n1.ru/view/115615784/?open_card_kn,"Машиностроения 1-я, 5а, Москва, Россия","{'district': 'Кожухово', 'lat': 55.7155292, 'lon': 37.6816266}",Кожухово,55.7155292,37.6816266
833000,"Варшавское шоссе, 26",Москва,2125,392,Универсальное помещение,https://msk.n1.ru/view/115615773/?open_card_kn,"Варшавское шоссе, 26, Москва, Россия","{'district': 'Нагорный район', 'lat': 55.6843506, 'lon': 37.6221411}",Нагорный район,55.6843506,37.6221411
190000,"Мира проспект, 188б корп. 4",Москва,2289,83,Универсальное помещение,https://msk.n1.ru/view/115971722/?open_card_kn,"Мира проспект, 188б корп. 4, Москва, Россия","{'district': 'Алексеевский район', 'lat': 55.8246763, 'lon': 37.6458044}",Алексеевский район,55.8246763,37.6458044
865000,"Андропова проспект, 38",Москва,2344,369,Универсальное помещение,https://msk.n1.ru/view/115615751/?open_card_kn,"Андропова проспект, 38, Москва, Россия","{'district': 'район Нагатино-Садовники', 'lat': 55.67452, 'lon': 37.6617563}",район Нагатино-Садовники,55.67452,37.6617563
930700,"Фестивальная, 39а ст6",Москва,1416,657,Универсальное помещение,https://msk.n1.ru/view/116315063/?open_card_kn,"Фестивальная, 39а ст6, Москва, Россия","{'district': 'район Ховрино', 'lat': 55.8586531, 'lon': 37.4871846}",район Ховрино,55.8586531,37.4871846
100000,"Лухмановская, 35",Москва,869,115,Универсальное помещение,https://msk.n1.ru/view/116314924/?open_card_kn,"Лухмановская, 35, Москва, Россия","{'district': 'район Косино-Ухтомский', 'lat': 55.7240285, 'lon': 37.9075318}",район Косино-Ухтомский,55.7240285,37.9075318
150000,"Нагатинская набережная, 18 корп. 1",Москва,2358,63,Универсальное помещение,https://msk.n1.ru/view/116314925/?open_card_kn,"Нагатинская набережная, 18 корп. 1, Москва, Россия","{'district': 'Коломенка', 'lat': 55.6864331, 'lon': 37.6730085}",Коломенка,55.6864331,37.6730085
1938167,"Шаболовка, 31г",Москва,2416,802,Универсальное помещение,https://msk.n1.ru/view/116314895/?open_card_kn,"Шаболовка, 31г, Москва, Россия","{'district': 'район Якиманка', 'lat': 55.7205896, 'lon': 37.6103323}",район Якиманка,55.7205896,37.6103323
48400,"Дудинка, 3",Москва,4400,11,Универсальное помещение,https://msk.n1.ru/view/116314894/?open_card_kn,"Дудинка, 3, Москва, Россия","{'district': 'Ярославский район', 'lat': 55.8619295, 'lon': 37.6876435}",Ярославский район,55.8619295,37.6876435
150000,"Нагатинская набережная, 18 корп. 1",Москва,3340,44,Универсальное помещение,https://msk.n1.ru/view/116314897/?open_card_kn,"Нагатинская набережная, 18 корп. 1, Москва, Россия","{'district': 'Коломенка', 'lat': 55.6864331, 'lon': 37.6730085}",Коломенка,55.6864331,37.6730085
1000000,"Пречистенка, 27",Москва,10526,95,Универсальное помещение,https://msk.n1.ru/view/116314830/?open_card_kn,"Пречистенка, 27, Москва, Россия","{'district': 'район Хамовники', 'lat': 55.7403528, 'lon': 37.5914634}",район Хамовники,55.7403528,37.5914634
1280000,"Казакова, 8 ст2",Москва,2666,480,Универсальное помещение,https://msk.n1.ru/view/116314717/?open_card_kn,"Казакова, 8 ст2, Москва, Россия","{'district': 'Бауманка', 'lat': 55.7635156, 'lon': 37.6684348}",Бауманка,55.7635156,37.6684348
550000,"Волоколамское шоссе, 71 корп. 5",Москва,3793,145,Универсальное помещение,https://msk.n1.ru/view/116314692/?open_card_kn,"Волоколамское шоссе, 71 корп. 5, Москва, Россия","{'district': 'район Покровское-Стрешнево', 'lat': 55.8192621, 'lon': 37.452785}",район Покровское-Стрешнево,55.8192621,37.452785
98000,"Родченко, 2",Москва,3920,25,Универсальное помещение,https://msk.n1.ru/view/116314691/?open_card_kn,"Родченко, 2, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6976902, 'lon': 37.6307964}",Даниловский район,55.6976902,37.6307964
250000,"Вилиса Лациса, 21 корп. 2",Москва,2413,103,Универсальное помещение,https://msk.n1.ru/view/116314666/?open_card_kn,"Вилиса Лациса, 21 корп. 2, Москва, Россия","{'district': 'район Северное Тушино', 'lat': 55.8622293, 'lon': 37.4208129}",район Северное Тушино,55.8622293,37.4208129
450000,"Автозаводская, 22 корп. 1",Москва,1500,300,Универсальное помещение,https://msk.n1.ru/view/116314590/?open_card_kn,"Автозаводская, 22 корп. 1, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7062761, 'lon': 37.6567216}",Даниловский район,55.7062761,37.6567216
300000,"Строченовский Б. переулок, 15 ст1",Москва,1840,163,Универсальное помещение,https://msk.n1.ru/view/116314560/?open_card_kn,"Строченовский Б. переулок, 15 ст1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
300893,"Береговой проезд, 2",Москва,3838,78,Универсальное помещение,https://msk.n1.ru/view/116314531/?open_card_kn,"Береговой проезд, 2, Москва, Россия","{'district': 'район Филёвский Парк', 'lat': 55.7594677, 'lon': 37.5082989}",район Филёвский Парк,55.7594677,37.5082989
1500000,"Народного Ополчения, 21 корп. 1",Москва,5000,300,Универсальное помещение,https://msk.n1.ru/view/116314492/?open_card_kn,"Народного Ополчения, 21 корп. 1, Москва, Россия","{'district': 'район Щукино', 'lat': 55.7910292, 'lon': 37.4897377}",район Щукино,55.7910292,37.4897377
4200000,"Ордынка Б., 25 ст2",Москва,5000,840,Универсальное помещение,https://msk.n1.ru/view/116314429/?open_card_kn,"Ордынка Б., 25 ст2, Москва, Россия","{'district': 'район Якиманка', 'lat': 55.7401026, 'lon': 37.6246599}",район Якиманка,55.7401026,37.6246599
5565583,"Шаболовка, 31г",Москва,2416,2303,Универсальное помещение,https://msk.n1.ru/view/116314347/?open_card_kn,"Шаболовка, 31г, Москва, Россия","{'district': 'район Якиманка', 'lat': 55.7205896, 'lon': 37.6103323}",район Якиманка,55.7205896,37.6103323
520220,"Новохохловская, 14 ст1",Москва,1850,281,Универсальное помещение,https://msk.n1.ru/view/114544607/?open_card_kn,"Новохохловская, 14 ст1, Москва, Россия","{'district': 'Нижегородский район', 'lat': 55.7307629, 'lon': 37.7095577}",Нижегородский район,55.7307629,37.7095577
222917,"Татарская Б., 35 ст3",Москва,4166,53,Универсальное помещение,https://msk.n1.ru/view/114544550/?open_card_kn,"Татарская Б., 35 ст3, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7402846, 'lon': 37.6328629}",район Замоскворечье,55.7402846,37.6328629
899000,"Волоколамское шоссе, 71 корп. 1",Москва,3639,247,Универсальное помещение,https://msk.n1.ru/view/112309511/?open_card_kn,"Волоколамское шоссе, 71 корп. 1, Москва, Россия","{'district': 'район Покровское-Стрешнево', 'lat': 55.8192621, 'lon': 37.452785}",район Покровское-Стрешнево,55.8192621,37.452785
182000,"Кутузовский проспект, 88",Москва,3127,58,Универсальное помещение,https://msk.n1.ru/view/114933288/?open_card_kn,"Кутузовский проспект, 88, Москва, Россия","{'district': 'район Фили-Давыдково', 'lat': 55.7255775, 'lon': 37.4497934}",район Фили-Давыдково,55.7255775,37.4497934
2000,"Зеленоградская, 1801",Москва,3,645,Универсальное помещение,https://msk.n1.ru/view/115969211/?open_card_kn,"Зеленоградская, 1801, Москва, Россия","{'district': 'район Ховрино', 'lat': 55.8704977, 'lon': 37.503191}",район Ховрино,55.8704977,37.503191
110000,"Усачева, 22",Москва,5500,20,Универсальное помещение,https://msk.n1.ru/view/115969207/?open_card_kn,"Усачева, 22, Москва, Россия","{'district': 'район Хамовники', 'lat': 55.7277596, 'lon': 37.5701845}",район Хамовники,55.7277596,37.5701845
1840000,"Шарикоподшипниковская, 11 ст5",Москва,800,2300,Универсальное помещение,https://msk.n1.ru/view/115969206/?open_card_kn,"Шарикоподшипниковская, 11 ст5, Москва, Россия","{'district': 'Южнопортовый район', 'lat': 55.7202929, 'lon': 37.6750084}",Южнопортовый район,55.7202929,37.6750084
176027,"Малахитовая, 27 ст1",Москва,1003,175,Универсальное помещение,https://msk.n1.ru/view/115612375/?open_card_kn,"Малахитовая, 27 ст1, Москва, Россия","{'district': 'район Ростокино', 'lat': 55.8312392, 'lon': 37.6620229}",район Ростокино,55.8312392,37.6620229
85000,"Перовское шоссе, 2 корп. 3",Москва,4250,20,Универсальное помещение,https://msk.n1.ru/view/115271901/?open_card_kn,"Перовское шоссе, 2 корп. 3, Москва, Россия","{'district': 'Нижегородский район', 'lat': 55.7347187, 'lon': 37.7419215}",Нижегородский район,55.7347187,37.7419215
1232500,"Измайловского Зверинца 1-я, 8",Москва,850,1450,Универсальное помещение,https://msk.n1.ru/view/115612200/?open_card_kn,"Измайловского Зверинца 1-я, 8, Москва, Россия","{'district': 'район Измайлово', 'lat': 55.7711259, 'lon': 37.7478209}",район Измайлово,55.7711259,37.7478209
120000,"Веласкеса бульвар (Сосенское п.), 10",Москва,1452,82,Универсальное помещение,https://msk.n1.ru/view/111247304/?open_card_kn,"Веласкеса бульвар (Сосенское п.), 10, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
295000,"Таможенный проезд, 1/9",Москва,1359,217,Универсальное помещение,https://msk.n1.ru/view/115612177/?open_card_kn,"Таможенный проезд, 1/9, Москва, Россия","{'district': 'район Лефортово', 'lat': 55.75187, 'lon': 37.6799242}",район Лефортово,55.75187,37.6799242
850000,"Улофа Пальме, 1",Москва,1812,469,Универсальное помещение,https://msk.n1.ru/view/115612176/?open_card_kn,"Улофа Пальме, 1, Москва, Россия","{'district': 'район Раменки', 'lat': 55.7176608, 'lon': 37.5117581}",район Раменки,55.7176608,37.5117581
1050000,"Олимпийский проспект, 12",Москва,1317,797,Универсальное помещение,https://msk.n1.ru/view/116312954/?open_card_kn,"Олимпийский проспект, 12, Москва, Россия","{'district': 'Мещанский район', 'lat': 55.777697, 'lon': 37.6219848}",Мещанский район,55.777697,37.6219848
255000,"Юровская, 92",Москва,1700,150,Универсальное помещение,https://msk.n1.ru/view/116312916/?open_card_kn,"Юровская, 92, Москва, Россия","{'district': 'Машкино', 'lat': 55.8967171, 'lon': 37.3778726}",Машкино,55.8967171,37.3778726
25000,"Андреевка, 42г",Москва,1000,25,Универсальное помещение,https://msk.n1.ru/view/116312915/?open_card_kn,"Андреевка, 42г, Москва, Россия","{'district': 'район Крюково', 'lat': 55.9772496, 'lon': 37.1488969}",район Крюково,55.9772496,37.1488969
993667,"Малая Семеновская, 30 ст1",Москва,1831,542,Универсальное помещение,https://msk.n1.ru/view/116312828/?open_card_kn,"Малая Семеновская, 30 ст1, Москва, Россия","{'district': 'район Преображенское', 'lat': 55.7844684, 'lon': 37.7064265}",район Преображенское,55.7844684,37.7064265
113100,"Цветной бульвар, 30 ст1",Москва,6896,16,Универсальное помещение,https://msk.n1.ru/view/116312730/?open_card_kn,"Цветной бульвар, 30 ст1, Москва, Россия","{'district': 'Мещанский район', 'lat': 55.7734947, 'lon': 37.6209256}",Мещанский район,55.7734947,37.6209256
130000,"№ 100 кв-л, 1 корп. 3",Москва,1771,73,Универсальное помещение,https://msk.n1.ru/view/116312644/?open_card_kn,"№ 100 кв-л, 1 корп. 3, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
160000,"Институтский 1-й проезд, 4/2",Москва,3931,40,Универсальное помещение,https://msk.n1.ru/view/115966493/?open_card_kn,"Институтский 1-й проезд, 4/2, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
150000,"Тверской-Ямской 1-й переулок, 14",Москва,2000,75,Универсальное помещение,https://msk.n1.ru/view/115609545/?open_card_kn,"Тверской-Ямской 1-й переулок, 14, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
516667,"Садовническая, 46 ст4",Москва,3333,155,Универсальное помещение,https://msk.n1.ru/view/115966486/?open_card_kn,"Садовническая, 46 ст4, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7362858, 'lon': 37.6405134}",район Замоскворечье,55.7362858,37.6405134
194400,"Лухмановская, 33",Москва,1333,145,Универсальное помещение,https://msk.n1.ru/view/113845526/?open_card_kn,"Лухмановская, 33, Москва, Россия","{'district': 'район Косино-Ухтомский', 'lat': 55.7237253, 'lon': 37.9050597}",район Косино-Ухтомский,55.7237253,37.9050597
280000,"Арбат, 11",Москва,3369,83,Универсальное помещение,https://msk.n1.ru/view/114928995/?open_card_kn,"Арбат, 11, Москва, Россия","{'district': 'район Арбат', 'lat': 55.751111, 'lon': 37.5978112}",район Арбат,55.751111,37.5978112
1932000,"Алтуфьевское шоссе, 27а",Москва,2300,840,Универсальное помещение,https://msk.n1.ru/view/115609315/?open_card_kn,"Алтуфьевское шоссе, 27а, Москва, Россия","{'district': 'район Отрадное', 'lat': 55.8581266, 'lon': 37.581929}",район Отрадное,55.8581266,37.581929
2266666,,Москва,1416,1600,Универсальное помещение,https://msk.n1.ru/view/115609306/?open_card_kn,,"{'district': 'Некорректный адрес', 'lat': None, 'lon': None}",Некорректный адрес,,
1133333,,Москва,1416,800,Универсальное помещение,https://msk.n1.ru/view/115609303/?open_card_kn,,"{'district': 'Некорректный адрес', 'lat': None, 'lon': None}",Некорректный адрес,,
420000,"Красная Пресня, 38",Москва,10500,40,Универсальное помещение,https://msk.n1.ru/view/114928987/?open_card_kn,"Красная Пресня, 38, Москва, Россия","{'district': 'Пресненский район', 'lat': 55.7627226, 'lon': 37.5658493}",Пресненский район,55.7627226,37.5658493
200000,"Ленинградский проспект, 62 ст26",Москва,13888,14,Универсальное помещение,https://msk.n1.ru/view/114928986/?open_card_kn,"Ленинградский проспект, 62 ст26, Москва, Россия","{'district': 'район Аэропорт', 'lat': 55.8018957, 'lon': 37.5272586}",район Аэропорт,55.8018957,37.5272586
180000,"Уральская, 5а",Москва,8571,21,Универсальное помещение,https://msk.n1.ru/view/114928984/?open_card_kn,"Уральская, 5а, Москва, Россия","{'district': 'район Гольяново', 'lat': 55.8136094, 'lon': 37.7976177}",район Гольяново,55.8136094,37.7976177
550000,"Рублевское шоссе, 22 корп. 2",Москва,1833,300,Универсальное помещение,https://msk.n1.ru/view/115270995/?open_card_kn,"Рублевское шоссе, 22 корп. 2, Москва, Россия","{'district': 'район Фили-Давыдково', 'lat': 55.728297, 'lon': 37.447143}",район Фили-Давыдково,55.728297,37.447143
458000,"Лихачева проспект, 18 корп. 5",Москва,4580,100,Универсальное помещение,https://msk.n1.ru/view/114928830/?open_card_kn,"Лихачева проспект, 18 корп. 5, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6996009, 'lon': 37.6409331}",Даниловский район,55.6996009,37.6409331
1370500,"Лихачева проспект, 20",Москва,5001,274,Универсальное помещение,https://msk.n1.ru/view/114928823/?open_card_kn,"Лихачева проспект, 20, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6872116, 'lon': 37.6534226}",Даниловский район,55.6872116,37.6534226
180000,"Потаповская Роща, 5 корп. 1",Москва,2400,75,Универсальное помещение,https://msk.n1.ru/view/111638745/?open_card_kn,"Потаповская Роща, 5 корп. 1, Москва, Россия","{'district': 'ЖК «Бунинский»', 'lat': 55.5438323, 'lon': 37.4960507}",ЖК «Бунинский»,55.5438323,37.4960507
299000,"Челюскинская, 11",Москва,1533,195,Универсальное помещение,https://msk.n1.ru/view/116310218/?open_card_kn,"Челюскинская, 11, Москва, Россия","{'district': 'Лосиноостровский район', 'lat': 55.8833087, 'lon': 37.7059851}",Лосиноостровский район,55.8833087,37.7059851
140000,"Генерала Кузнецова, 12",Москва,1866,75,Универсальное помещение,https://msk.n1.ru/view/113094276/?open_card_kn,"Генерала Кузнецова, 12, Москва, Россия","{'district': 'район Выхино-Жулебино', 'lat': 55.6908665, 'lon': 37.8588407}",район Выхино-Жулебино,55.6908665,37.8588407
132000,"Малое Понизовье, 4",Москва,3069,43,Универсальное помещение,https://msk.n1.ru/view/113094242/?open_card_kn,"Малое Понизовье, 4, Москва, Россия","{'district': 'ЖК «Саларьево Парк»', 'lat': 55.603803, 'lon': 37.4140816}",ЖК «Саларьево Парк»,55.603803,37.4140816
1500000,"Трифоновская, 12",Москва,1234,1215,Универсальное помещение,https://msk.n1.ru/view/111240792/?open_card_kn,"Трифоновская, 12, Москва, Россия","{'district': 'район Марьина Роща', 'lat': 55.7881986, 'lon': 37.61514}",район Марьина Роща,55.7881986,37.61514
500000,"Головинское шоссе, 11",Москва,2525,198,Универсальное помещение,https://msk.n1.ru/view/112041651/?open_card_kn,"Головинское шоссе, 11, Москва, Россия","{'district': 'Головинский район', 'lat': 55.8401834, 'lon': 37.4954958}",Головинский район,55.8401834,37.4954958
920190,"Новинский бульвар, 8",Москва,3700,248,Универсальное помещение,https://msk.n1.ru/view/112304093/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
200000,"Радиальная 6-я, 7/1 корп. 1",Москва,1545,129,Универсальное помещение,https://msk.n1.ru/view/116309463/?open_card_kn,"Радиальная 6-я, 7/1 корп. 1, Москва, Россия","{'district': 'район Бирюлёво Восточное', 'lat': 55.6078868, 'lon': 37.6648622}",район Бирюлёво Восточное,55.6078868,37.6648622
215000,"Новодмитровская, 5а ст2",Москва,3071,70,Универсальное помещение,https://msk.n1.ru/view/116309462/?open_card_kn,"Новодмитровская, 5а ст2, Москва, Россия","{'district': 'Бутырский район', 'lat': 55.8059639, 'lon': 37.5847791}",Бутырский район,55.8059639,37.5847791
50000,"Скобелевская, 23 корп. 4",Москва,1960,25,Универсальное помещение,https://msk.n1.ru/view/116309460/?open_card_kn,"Скобелевская, 23 корп. 4, Москва, Россия","{'district': 'Гавриково', 'lat': 55.5491561, 'lon': 37.554896}",Гавриково,55.5491561,37.554896
200000,"Бутырский Вал, 30",Москва,2472,80,Универсальное помещение,https://msk.n1.ru/view/116309297/?open_card_kn,"Бутырский Вал, 30, Москва, Россия","{'district': 'Тверской район', 'lat': 55.7833363, 'lon': 37.5870838}",Тверской район,55.7833363,37.5870838
1200000,"Арбат, 20",Москва,2197,546,Универсальное помещение,https://msk.n1.ru/view/116309296/?open_card_kn,"Арбат, 20, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7504148, 'lon': 37.5933593}",район Арбат,55.7504148,37.5933593
420000,"Архитектора Щусева, 3",Москва,4158,101,Универсальное помещение,https://msk.n1.ru/view/116309237/?open_card_kn,"Архитектора Щусева, 3, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6987534, 'lon': 37.6370941}",Даниловский район,55.6987534,37.6370941
150000,"Новослободская, 71",Москва,4687,32,Универсальное помещение,https://msk.n1.ru/view/116309228/?open_card_kn,"Новослободская, 71, Москва, Россия","{'district': 'Тверской район', 'lat': 55.7898888, 'lon': 37.5903305}",Тверской район,55.7898888,37.5903305
150000,"Нововатутинская 3-я (п Десеновское), 15 корп. 1",Москва,2400,62,Универсальное помещение,https://msk.n1.ru/view/113488327/?open_card_kn,"Нововатутинская 3-я (п Десеновское), 15 корп. 1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
90000,"Новозаводская, 23/8 корп. 1",Москва,1636,55,Универсальное помещение,https://msk.n1.ru/view/113488279/?open_card_kn,"Новозаводская, 23/8 корп. 1, Москва, Россия","{'district': 'район Филёвский Парк', 'lat': 55.7512276, 'lon': 37.5082014}",район Филёвский Парк,55.7512276,37.5082014
242000,"Гренадерская, 9 корп. 3",Москва,2000,121,Универсальное помещение,https://msk.n1.ru/view/113488060/?open_card_kn,"Гренадерская, 9 корп. 3, Москва, Россия","{'district': 'Неверный город или страна', 'lat': None, 'lon': None}",Неверный город или страна,,
780000,"Щипковский 1-й переулок, 17",Москва,3120,250,Универсальное помещение,https://msk.n1.ru/view/115606264/?open_card_kn,"Щипковский 1-й переулок, 17, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
330000,"Полярная, 25 корп. 4",Москва,2408,137,Универсальное помещение,https://msk.n1.ru/view/113487984/?open_card_kn,"Полярная, 25 корп. 4, Москва, Россия","{'district': 'район Северное Медведково', 'lat': 55.8844817, 'lon': 37.6418493}",район Северное Медведково,55.8844817,37.6418493
115000,"Солянка, 2/6",Москва,7666,15,Универсальное помещение,https://msk.n1.ru/view/114924547/?open_card_kn,"Солянка, 2/6, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7540713, 'lon': 37.6368607}",Таганский район,55.7540713,37.6368607
525000,"Солянка, 2/6",Москва,5872,89,Универсальное помещение,https://msk.n1.ru/view/114924546/?open_card_kn,"Солянка, 2/6, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7540713, 'lon': 37.6368607}",Таганский район,55.7540713,37.6368607
195000,"Гренадерская, 9 корп. 3",Москва,3000,65,Универсальное помещение,https://msk.n1.ru/view/113487501/?open_card_kn,"Гренадерская, 9 корп. 3, Москва, Россия","{'district': 'Неверный город или страна', 'lat': None, 'lon': None}",Неверный город или страна,,
2674325,"Подсосенский переулок, 23 ст6",Москва,3973,673,Универсальное помещение,https://msk.n1.ru/view/113486967/?open_card_kn,"Подсосенский переулок, 23 ст6, Москва, Россия","{'district': 'Басманный район', 'lat': 55.7575321, 'lon': 37.6513646}",Басманный район,55.7575321,37.6513646
1057583,"Адмирала Макарова, 6 ст13",Москва,2916,362,Универсальное помещение,https://msk.n1.ru/view/114538299/?open_card_kn,"Адмирала Макарова, 6 ст13, Москва, Россия","{'district': 'Войковский район', 'lat': 55.8363102, 'lon': 37.4891272}",Войковский район,55.8363102,37.4891272
35000,"Скобелевская, 19 корп. 2",Москва,1944,18,Универсальное помещение,https://msk.n1.ru/view/116308316/?open_card_kn,"Скобелевская, 19 корп. 2, Москва, Россия","{'district': 'Гавриково', 'lat': 55.5491561, 'lon': 37.554896}",Гавриково,55.5491561,37.554896
300000,"Сергия Радонежского, 9 ст5",Москва,2000,150,Универсальное помещение,https://msk.n1.ru/view/116308194/?open_card_kn,"Сергия Радонежского, 9 ст5, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7467051, 'lon': 37.6722887}",Таганский район,55.7467051,37.6722887
210000,"Севастопольский проспект, 22а",Москва,4320,48,Универсальное помещение,https://msk.n1.ru/view/116308129/?open_card_kn,"Севастопольский проспект, 22а, Москва, Россия","{'district': 'район Котловка', 'lat': 55.6785711, 'lon': 37.5936227}",район Котловка,55.6785711,37.5936227
198660,"Александры Монаховой, 43 корп. 2",Москва,2200,90,Универсальное помещение,https://msk.n1.ru/view/116308087/?open_card_kn,"Александры Монаховой, 43 корп. 2, Москва, Россия","{'district': 'Район не найден', 'lat': 55.547448, 'lon': 37.4868529}",Район не найден,55.547448,37.4868529
300000,"Веласкеса бульвар (Сосенское п.), 6",Москва,3000,100,Универсальное помещение,https://msk.n1.ru/view/116308033/?open_card_kn,"Веласкеса бульвар (Сосенское п.), 6, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
250068,"Новорязанская, 29 ст1",Москва,3206,78,Универсальное помещение,https://msk.n1.ru/view/116308010/?open_card_kn,"Новорязанская, 29 ст1, Москва, Россия","{'district': 'Красносельский район', 'lat': 55.7724353, 'lon': 37.6616769}",Красносельский район,55.7724353,37.6616769
190500,"Николая Озерова, 2 корп. 1",Москва,4498,42,Универсальное помещение,https://msk.n1.ru/view/116307983/?open_card_kn,"Николая Озерова, 2 корп. 1, Москва, Россия","{'district': 'район Покровское-Стрешнево', 'lat': 55.8132141, 'lon': 37.4298735}",район Покровское-Стрешнево,55.8132141,37.4298735
225000,"Севастопольский проспект, 22а",Москва,4032,55,Универсальное помещение,https://msk.n1.ru/view/116307689/?open_card_kn,"Севастопольский проспект, 22а, Москва, Россия","{'district': 'район Котловка', 'lat': 55.6785711, 'lon': 37.5936227}",район Котловка,55.6785711,37.5936227
2720000,"Павелецкая набережная, 2 ст18",Москва,1600,1700,Универсальное помещение,https://msk.n1.ru/view/96183580/?open_card_kn,"Павелецкая набережная, 2 ст18, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7115813, 'lon': 37.6485724}",Даниловский район,55.7115813,37.6485724
150000,"Вернадского проспект, 41 ст1",Москва,3947,38,Универсальное помещение,https://msk.n1.ru/view/111232557/?open_card_kn,"Вернадского проспект, 41 ст1, Москва, Россия","{'district': 'район Раменки', 'lat': 55.6982501, 'lon': 37.5427604}",район Раменки,55.6982501,37.5427604
40000,"Красного Маяка, 15а ст1",Москва,2000,20,Универсальное помещение,https://msk.n1.ru/view/115267764/?open_card_kn,"Красного Маяка, 15а ст1, Москва, Россия","{'district': 'район Чертаново Центральное', 'lat': 55.6115003, 'lon': 37.6001746}",район Чертаново Центральное,55.6115003,37.6001746
1280000,"Бахрушина, 36/14 ст3",Москва,25098,51,Универсальное помещение,https://msk.n1.ru/view/114923017/?open_card_kn,"Бахрушина, 36/14 ст3, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.734743, 'lon': 37.6357688}",район Замоскворечье,55.734743,37.6357688
160000,"Муравская, 46 корп. 1",Москва,1860,86,Универсальное помещение,https://msk.n1.ru/view/114535566/?open_card_kn,"Муравская, 46 корп. 1, Москва, Россия","{'district': 'район Митино', 'lat': 55.8586647, 'lon': 37.3752419}",район Митино,55.8586647,37.3752419
